image_name,label
real_32083.jpg,REAL
fake_12627.jpg,FAKE
real_30309.jpg,REAL
fake_8651.jpg,FAKE
real_8112.jpg,REAL
real_63735.jpg,REAL
fake_23429.jpg,FAKE
real_64531.jpg,REAL
real_37651.jpg,REAL
real_6591.jpg,REAL
real_36853.jpg,REAL
real_37770.jpg,REAL
fake_47473.jpg,FAKE
fake_36475.jpg,FAKE
real_3353.jpg,REAL
real_10730.jpg,REAL
fake_10934.jpg,FAKE
fake_5715.jpg,FAKE
fake_51585.jpg,FAKE
real_27709.jpg,REAL
fake_210.jpg,FAKE
real_69917.jpg,REAL
real_45987.jpg,REAL
fake_55680.jpg,FAKE
fake_50328.jpg,FAKE
real_47725.jpg,REAL
fake_16633.jpg,FAKE
fake_22192.jpg,FAKE
fake_44206.jpg,FAKE
fake_35086.jpg,FAKE
fake_60954.jpg,FAKE
fake_64102.jpg,FAKE
real_52771.jpg,REAL
fake_40916.jpg,FAKE
fake_6478.jpg,FAKE
fake_20816.jpg,FAKE
fake_40838.jpg,FAKE
fake_12174.jpg,FAKE
real_93.jpg,REAL
fake_56469.jpg,FAKE
real_27368.jpg,REAL
real_66768.jpg,REAL
fake_51636.jpg,FAKE
real_4184.jpg,REAL
fake_45728.jpg,FAKE
fake_66208.jpg,FAKE
real_17124.jpg,REAL
real_62117.jpg,REAL
fake_67861.jpg,FAKE
fake_60633.jpg,FAKE
fake_20571.jpg,FAKE
real_17092.jpg,REAL
real_40123.jpg,REAL
fake_41293.jpg,FAKE
fake_56169.jpg,FAKE
fake_26311.jpg,FAKE
real_32118.jpg,REAL
real_62142.jpg,REAL
fake_5915.jpg,FAKE
fake_11493.jpg,FAKE
real_29583.jpg,REAL
real_43824.jpg,REAL
real_69680.jpg,REAL
fake_35402.jpg,FAKE
real_25722.jpg,REAL
fake_21234.jpg,FAKE
fake_1805.jpg,FAKE
fake_56074.jpg,FAKE
fake_33110.jpg,FAKE
fake_37812.jpg,FAKE
fake_1567.jpg,FAKE
real_20091.jpg,REAL
fake_24592.jpg,FAKE
fake_66495.jpg,FAKE
real_33589.jpg,REAL
real_9984.jpg,REAL
fake_19320.jpg,FAKE
fake_57308.jpg,FAKE
real_35194.jpg,REAL
real_5097.jpg,REAL
fake_12842.jpg,FAKE
fake_22093.jpg,FAKE
fake_55961.jpg,FAKE
real_51785.jpg,REAL
fake_31268.jpg,FAKE
fake_62705.jpg,FAKE
fake_4477.jpg,FAKE
real_52125.jpg,REAL
fake_10130.jpg,FAKE
real_9517.jpg,REAL
fake_6391.jpg,FAKE
real_47174.jpg,REAL
fake_21891.jpg,FAKE
real_66735.jpg,REAL
fake_18387.jpg,FAKE
fake_31115.jpg,FAKE
fake_6454.jpg,FAKE
fake_51090.jpg,FAKE
fake_27553.jpg,FAKE
fake_56122.jpg,FAKE
real_58072.jpg,REAL
fake_57437.jpg,FAKE
fake_57339.jpg,FAKE
real_781.jpg,REAL
fake_33130.jpg,FAKE
real_41967.jpg,REAL
fake_37417.jpg,FAKE
fake_33592.jpg,FAKE
real_18344.jpg,REAL
real_38275.jpg,REAL
fake_23459.jpg,FAKE
real_35757.jpg,REAL
fake_18214.jpg,FAKE
real_15075.jpg,REAL
real_45224.jpg,REAL
real_17968.jpg,REAL
real_58843.jpg,REAL
fake_44133.jpg,FAKE
fake_36286.jpg,FAKE
real_63160.jpg,REAL
real_30178.jpg,REAL
fake_62879.jpg,FAKE
real_28680.jpg,REAL
fake_28922.jpg,FAKE
fake_28659.jpg,FAKE
fake_63628.jpg,FAKE
real_54109.jpg,REAL
real_57740.jpg,REAL
fake_7674.jpg,FAKE
real_54884.jpg,REAL
fake_44084.jpg,FAKE
real_4937.jpg,REAL
real_55820.jpg,REAL
fake_17746.jpg,FAKE
fake_62372.jpg,FAKE
fake_1545.jpg,FAKE
real_62382.jpg,REAL
real_7320.jpg,REAL
real_23299.jpg,REAL
fake_27250.jpg,FAKE
real_2361.jpg,REAL
fake_48102.jpg,FAKE
fake_55301.jpg,FAKE
fake_3099.jpg,FAKE
fake_50834.jpg,FAKE
real_51693.jpg,REAL
fake_275.jpg,FAKE
fake_45165.jpg,FAKE
real_20508.jpg,REAL
fake_17343.jpg,FAKE
fake_33197.jpg,FAKE
real_21581.jpg,REAL
fake_25247.jpg,FAKE
fake_63951.jpg,FAKE
real_32633.jpg,REAL
real_43879.jpg,REAL
fake_28495.jpg,FAKE
real_59530.jpg,REAL
fake_50696.jpg,FAKE
fake_59872.jpg,FAKE
real_67291.jpg,REAL
fake_51617.jpg,FAKE
fake_54451.jpg,FAKE
real_19222.jpg,REAL
fake_1113.jpg,FAKE
fake_53092.jpg,FAKE
real_14485.jpg,REAL
real_5350.jpg,REAL
fake_52930.jpg,FAKE
fake_45674.jpg,FAKE
fake_69222.jpg,FAKE
fake_15141.jpg,FAKE
fake_60096.jpg,FAKE
fake_44702.jpg,FAKE
fake_15339.jpg,FAKE
real_34607.jpg,REAL
real_23763.jpg,REAL
real_12608.jpg,REAL
fake_68956.jpg,FAKE
real_30017.jpg,REAL
real_38341.jpg,REAL
real_57799.jpg,REAL
real_49592.jpg,REAL
real_4553.jpg,REAL
fake_52866.jpg,FAKE
fake_42452.jpg,FAKE
real_31137.jpg,REAL
fake_16751.jpg,FAKE
fake_30073.jpg,FAKE
real_5437.jpg,REAL
real_7463.jpg,REAL
real_64142.jpg,REAL
real_19990.jpg,REAL
fake_54758.jpg,FAKE
real_12806.jpg,REAL
real_38770.jpg,REAL
real_46772.jpg,REAL
fake_55709.jpg,FAKE
real_58107.jpg,REAL
real_46522.jpg,REAL
fake_23320.jpg,FAKE
fake_52467.jpg,FAKE
fake_7347.jpg,FAKE
real_55427.jpg,REAL
real_67889.jpg,REAL
real_3253.jpg,REAL
real_68198.jpg,REAL
fake_20989.jpg,FAKE
fake_12869.jpg,FAKE
real_7856.jpg,REAL
real_37547.jpg,REAL
fake_24043.jpg,FAKE
fake_68202.jpg,FAKE
fake_49379.jpg,FAKE
real_898.jpg,REAL
real_8323.jpg,REAL
real_25552.jpg,REAL
real_68864.jpg,REAL
fake_49499.jpg,FAKE
fake_60009.jpg,FAKE
fake_66143.jpg,FAKE
fake_32244.jpg,FAKE
fake_67498.jpg,FAKE
fake_10470.jpg,FAKE
fake_13193.jpg,FAKE
fake_60360.jpg,FAKE
fake_54503.jpg,FAKE
real_39143.jpg,REAL
fake_20872.jpg,FAKE
fake_33804.jpg,FAKE
fake_43356.jpg,FAKE
fake_2696.jpg,FAKE
fake_67279.jpg,FAKE
fake_60186.jpg,FAKE
fake_64837.jpg,FAKE
fake_52072.jpg,FAKE
fake_10214.jpg,FAKE
fake_16975.jpg,FAKE
fake_21689.jpg,FAKE
fake_27514.jpg,FAKE
fake_60224.jpg,FAKE
fake_9597.jpg,FAKE
real_27401.jpg,REAL
fake_62131.jpg,FAKE
fake_31135.jpg,FAKE
fake_37344.jpg,FAKE
real_19520.jpg,REAL
fake_35564.jpg,FAKE
fake_54089.jpg,FAKE
fake_27966.jpg,FAKE
fake_13494.jpg,FAKE
fake_60609.jpg,FAKE
fake_31603.jpg,FAKE
real_16392.jpg,REAL
real_68972.jpg,REAL
real_15721.jpg,REAL
fake_36765.jpg,FAKE
fake_61858.jpg,FAKE
fake_11088.jpg,FAKE
real_63095.jpg,REAL
real_1714.jpg,REAL
fake_1831.jpg,FAKE
fake_57591.jpg,FAKE
fake_21283.jpg,FAKE
fake_34890.jpg,FAKE
fake_17388.jpg,FAKE
fake_46701.jpg,FAKE
fake_4797.jpg,FAKE
fake_67681.jpg,FAKE
fake_281.jpg,FAKE
real_64072.jpg,REAL
real_63602.jpg,REAL
fake_61209.jpg,FAKE
fake_10344.jpg,FAKE
fake_24156.jpg,FAKE
fake_38758.jpg,FAKE
real_36665.jpg,REAL
real_26276.jpg,REAL
fake_23699.jpg,FAKE
fake_41999.jpg,FAKE
real_29982.jpg,REAL
real_40679.jpg,REAL
real_30067.jpg,REAL
real_19191.jpg,REAL
fake_53596.jpg,FAKE
fake_10818.jpg,FAKE
real_20386.jpg,REAL
fake_7263.jpg,FAKE
fake_1162.jpg,FAKE
real_17326.jpg,REAL
real_43096.jpg,REAL
real_20890.jpg,REAL
real_1963.jpg,REAL
real_68547.jpg,REAL
real_17993.jpg,REAL
real_38361.jpg,REAL
fake_48229.jpg,FAKE
fake_40104.jpg,FAKE
fake_46027.jpg,FAKE
fake_62380.jpg,FAKE
real_28973.jpg,REAL
real_22062.jpg,REAL
fake_7994.jpg,FAKE
real_53163.jpg,REAL
real_3465.jpg,REAL
real_9528.jpg,REAL
real_14264.jpg,REAL
fake_4145.jpg,FAKE
fake_67343.jpg,FAKE
fake_23244.jpg,FAKE
fake_10652.jpg,FAKE
real_8435.jpg,REAL
fake_9759.jpg,FAKE
fake_40031.jpg,FAKE
real_42055.jpg,REAL
fake_62429.jpg,FAKE
real_19205.jpg,REAL
fake_60030.jpg,FAKE
real_31750.jpg,REAL
fake_26382.jpg,FAKE
fake_6448.jpg,FAKE
fake_22002.jpg,FAKE
fake_6425.jpg,FAKE
fake_61554.jpg,FAKE
fake_20436.jpg,FAKE
real_18065.jpg,REAL
real_29026.jpg,REAL
fake_2940.jpg,FAKE
fake_69065.jpg,FAKE
fake_61227.jpg,FAKE
real_13437.jpg,REAL
fake_41614.jpg,FAKE
real_1094.jpg,REAL
real_10779.jpg,REAL
fake_66536.jpg,FAKE
fake_67239.jpg,FAKE
fake_11038.jpg,FAKE
fake_26264.jpg,FAKE
fake_40939.jpg,FAKE
real_58777.jpg,REAL
real_5786.jpg,REAL
fake_6640.jpg,FAKE
fake_5061.jpg,FAKE
real_56468.jpg,REAL
real_11886.jpg,REAL
real_23707.jpg,REAL
fake_60137.jpg,FAKE
real_42201.jpg,REAL
real_3775.jpg,REAL
fake_67592.jpg,FAKE
real_26971.jpg,REAL
fake_40402.jpg,FAKE
real_4272.jpg,REAL
fake_31611.jpg,FAKE
real_64392.jpg,REAL
real_35328.jpg,REAL
fake_25092.jpg,FAKE
fake_10491.jpg,FAKE
fake_50655.jpg,FAKE
real_24456.jpg,REAL
fake_8183.jpg,FAKE
fake_37391.jpg,FAKE
real_21822.jpg,REAL
fake_58334.jpg,FAKE
real_23315.jpg,REAL
real_64332.jpg,REAL
fake_35988.jpg,FAKE
real_8278.jpg,REAL
real_40268.jpg,REAL
fake_59029.jpg,FAKE
fake_67797.jpg,FAKE
fake_47355.jpg,FAKE
real_56126.jpg,REAL
real_52701.jpg,REAL
real_18100.jpg,REAL
fake_36073.jpg,FAKE
fake_28535.jpg,FAKE
real_18353.jpg,REAL
real_68699.jpg,REAL
real_5053.jpg,REAL
fake_42607.jpg,FAKE
real_25005.jpg,REAL
fake_36619.jpg,FAKE
fake_65309.jpg,FAKE
real_3539.jpg,REAL
real_69222.jpg,REAL
real_63150.jpg,REAL
fake_51174.jpg,FAKE
fake_41796.jpg,FAKE
real_42693.jpg,REAL
real_39032.jpg,REAL
fake_4852.jpg,FAKE
fake_1004.jpg,FAKE
fake_31136.jpg,FAKE
fake_69653.jpg,FAKE
fake_42196.jpg,FAKE
real_10942.jpg,REAL
real_38238.jpg,REAL
fake_24695.jpg,FAKE
real_24234.jpg,REAL
fake_9802.jpg,FAKE
fake_48790.jpg,FAKE
fake_52801.jpg,FAKE
fake_26029.jpg,FAKE
real_54004.jpg,REAL
fake_69398.jpg,FAKE
real_47541.jpg,REAL
real_44944.jpg,REAL
real_69736.jpg,REAL
fake_41630.jpg,FAKE
real_14983.jpg,REAL
fake_15183.jpg,FAKE
real_1865.jpg,REAL
real_40084.jpg,REAL
fake_42065.jpg,FAKE
fake_19160.jpg,FAKE
fake_19286.jpg,FAKE
fake_63038.jpg,FAKE
real_6899.jpg,REAL
fake_37075.jpg,FAKE
fake_59294.jpg,FAKE
real_48972.jpg,REAL
fake_15353.jpg,FAKE
real_15635.jpg,REAL
fake_25378.jpg,FAKE
real_25322.jpg,REAL
fake_25853.jpg,FAKE
real_12208.jpg,REAL
real_37065.jpg,REAL
fake_15731.jpg,FAKE
real_59905.jpg,REAL
fake_14138.jpg,FAKE
fake_61366.jpg,FAKE
real_29408.jpg,REAL
real_8052.jpg,REAL
fake_5066.jpg,FAKE
real_66424.jpg,REAL
real_49243.jpg,REAL
fake_28556.jpg,FAKE
real_28595.jpg,REAL
fake_49634.jpg,FAKE
real_68453.jpg,REAL
fake_14107.jpg,FAKE
real_18664.jpg,REAL
fake_30619.jpg,FAKE
fake_22022.jpg,FAKE
real_3617.jpg,REAL
fake_49258.jpg,FAKE
real_19311.jpg,REAL
fake_35038.jpg,FAKE
real_36119.jpg,REAL
real_6497.jpg,REAL
fake_14528.jpg,FAKE
real_14961.jpg,REAL
real_54770.jpg,REAL
real_36753.jpg,REAL
fake_42675.jpg,FAKE
real_4836.jpg,REAL
real_66841.jpg,REAL
fake_9468.jpg,FAKE
real_64292.jpg,REAL
real_56897.jpg,REAL
fake_40882.jpg,FAKE
real_19235.jpg,REAL
fake_940.jpg,FAKE
fake_55587.jpg,FAKE
fake_37111.jpg,FAKE
fake_31936.jpg,FAKE
real_6101.jpg,REAL
fake_14487.jpg,FAKE
real_60070.jpg,REAL
real_14594.jpg,REAL
fake_69638.jpg,FAKE
real_54326.jpg,REAL
fake_2129.jpg,FAKE
real_68093.jpg,REAL
real_34684.jpg,REAL
fake_21913.jpg,FAKE
real_60276.jpg,REAL
fake_54957.jpg,FAKE
real_41131.jpg,REAL
real_24211.jpg,REAL
fake_45639.jpg,FAKE
real_26029.jpg,REAL
real_61036.jpg,REAL
real_26579.jpg,REAL
fake_2212.jpg,FAKE
fake_46970.jpg,FAKE
fake_313.jpg,FAKE
real_59863.jpg,REAL
real_62567.jpg,REAL
real_49494.jpg,REAL
fake_35222.jpg,FAKE
fake_48744.jpg,FAKE
fake_56435.jpg,FAKE
fake_63045.jpg,FAKE
real_342.jpg,REAL
real_61673.jpg,REAL
fake_37330.jpg,FAKE
real_48768.jpg,REAL
fake_52900.jpg,FAKE
fake_27093.jpg,FAKE
real_54973.jpg,REAL
real_15989.jpg,REAL
real_53395.jpg,REAL
real_54966.jpg,REAL
real_67747.jpg,REAL
fake_34264.jpg,FAKE
fake_24902.jpg,FAKE
fake_63209.jpg,FAKE
fake_34578.jpg,FAKE
fake_17016.jpg,FAKE
real_34991.jpg,REAL
real_43194.jpg,REAL
real_55873.jpg,REAL
fake_21553.jpg,FAKE
real_65966.jpg,REAL
fake_52571.jpg,FAKE
fake_14406.jpg,FAKE
real_33084.jpg,REAL
fake_38487.jpg,FAKE
fake_4520.jpg,FAKE
fake_15112.jpg,FAKE
fake_30281.jpg,FAKE
fake_3569.jpg,FAKE
fake_22199.jpg,FAKE
real_18679.jpg,REAL
fake_9439.jpg,FAKE
fake_3222.jpg,FAKE
fake_34906.jpg,FAKE
fake_16102.jpg,FAKE
fake_7661.jpg,FAKE
real_30444.jpg,REAL
real_47249.jpg,REAL
real_53445.jpg,REAL
fake_41167.jpg,FAKE
fake_30706.jpg,FAKE
fake_31125.jpg,FAKE
real_17924.jpg,REAL
real_65968.jpg,REAL
real_63984.jpg,REAL
real_25106.jpg,REAL
real_68254.jpg,REAL
real_30333.jpg,REAL
fake_69123.jpg,FAKE
real_45857.jpg,REAL
fake_6577.jpg,FAKE
fake_6998.jpg,FAKE
fake_69518.jpg,FAKE
real_28095.jpg,REAL
fake_3097.jpg,FAKE
real_51733.jpg,REAL
fake_54759.jpg,FAKE
fake_34899.jpg,FAKE
fake_12682.jpg,FAKE
fake_55682.jpg,FAKE
fake_13267.jpg,FAKE
fake_49269.jpg,FAKE
fake_65721.jpg,FAKE
real_19090.jpg,REAL
fake_55400.jpg,FAKE
real_52587.jpg,REAL
fake_36391.jpg,FAKE
real_25709.jpg,REAL
real_36552.jpg,REAL
real_64251.jpg,REAL
real_26805.jpg,REAL
fake_38038.jpg,FAKE
fake_8194.jpg,FAKE
real_5598.jpg,REAL
fake_36776.jpg,FAKE
fake_59644.jpg,FAKE
real_66239.jpg,REAL
fake_8456.jpg,FAKE
real_10878.jpg,REAL
fake_7764.jpg,FAKE
fake_62480.jpg,FAKE
fake_962.jpg,FAKE
fake_28232.jpg,FAKE
fake_51521.jpg,FAKE
fake_25113.jpg,FAKE
fake_37997.jpg,FAKE
fake_29399.jpg,FAKE
fake_21349.jpg,FAKE
real_24472.jpg,REAL
fake_41988.jpg,FAKE
real_45009.jpg,REAL
fake_15891.jpg,FAKE
fake_6742.jpg,FAKE
real_36223.jpg,REAL
real_13633.jpg,REAL
fake_13239.jpg,FAKE
real_38317.jpg,REAL
fake_24092.jpg,FAKE
real_16209.jpg,REAL
real_3817.jpg,REAL
fake_44563.jpg,FAKE
real_26834.jpg,REAL
fake_9734.jpg,FAKE
real_19638.jpg,REAL
fake_27086.jpg,FAKE
fake_30576.jpg,FAKE
real_48004.jpg,REAL
fake_45782.jpg,FAKE
fake_42586.jpg,FAKE
real_65007.jpg,REAL
real_47124.jpg,REAL
fake_41176.jpg,FAKE
real_49292.jpg,REAL
fake_61022.jpg,FAKE
fake_7287.jpg,FAKE
fake_32202.jpg,FAKE
fake_10743.jpg,FAKE
real_62989.jpg,REAL
fake_65969.jpg,FAKE
real_40834.jpg,REAL
real_16243.jpg,REAL
fake_48214.jpg,FAKE
real_30750.jpg,REAL
fake_65576.jpg,FAKE
fake_14196.jpg,FAKE
real_11593.jpg,REAL
real_56884.jpg,REAL
fake_68057.jpg,FAKE
fake_26011.jpg,FAKE
real_20715.jpg,REAL
real_26766.jpg,REAL
fake_55291.jpg,FAKE
fake_43535.jpg,FAKE
fake_2446.jpg,FAKE
real_28638.jpg,REAL
real_57080.jpg,REAL
fake_52147.jpg,FAKE
real_3327.jpg,REAL
real_38449.jpg,REAL
fake_66822.jpg,FAKE
fake_59262.jpg,FAKE
fake_69612.jpg,FAKE
fake_7431.jpg,FAKE
fake_21698.jpg,FAKE
fake_1066.jpg,FAKE
fake_60253.jpg,FAKE
real_27093.jpg,REAL
fake_50968.jpg,FAKE
fake_58330.jpg,FAKE
real_47553.jpg,REAL
fake_3106.jpg,FAKE
fake_27261.jpg,FAKE
fake_8872.jpg,FAKE
fake_10334.jpg,FAKE
real_39600.jpg,REAL
fake_44185.jpg,FAKE
fake_35221.jpg,FAKE
real_62084.jpg,REAL
fake_57011.jpg,FAKE
fake_33870.jpg,FAKE
real_37945.jpg,REAL
fake_61085.jpg,FAKE
fake_25388.jpg,FAKE
real_17642.jpg,REAL
real_35835.jpg,REAL
fake_4650.jpg,FAKE
fake_2201.jpg,FAKE
real_40429.jpg,REAL
real_38113.jpg,REAL
fake_7077.jpg,FAKE
real_7913.jpg,REAL
real_28524.jpg,REAL
fake_68304.jpg,FAKE
fake_6955.jpg,FAKE
fake_68858.jpg,FAKE
real_28453.jpg,REAL
fake_34733.jpg,FAKE
real_8869.jpg,REAL
fake_66046.jpg,FAKE
real_40891.jpg,REAL
real_53767.jpg,REAL
real_10297.jpg,REAL
fake_1632.jpg,FAKE
fake_62463.jpg,FAKE
fake_19167.jpg,FAKE
real_24822.jpg,REAL
real_60298.jpg,REAL
real_24734.jpg,REAL
real_31413.jpg,REAL
fake_21102.jpg,FAKE
fake_41489.jpg,FAKE
fake_33958.jpg,FAKE
real_33640.jpg,REAL
fake_32998.jpg,FAKE
real_68743.jpg,REAL
fake_54532.jpg,FAKE
fake_50891.jpg,FAKE
real_48145.jpg,REAL
real_61114.jpg,REAL
real_51918.jpg,REAL
real_50617.jpg,REAL
real_66564.jpg,REAL
fake_37867.jpg,FAKE
fake_8547.jpg,FAKE
fake_57161.jpg,FAKE
fake_40114.jpg,FAKE
real_6185.jpg,REAL
real_8330.jpg,REAL
fake_27576.jpg,FAKE
real_59072.jpg,REAL
fake_33296.jpg,FAKE
fake_34222.jpg,FAKE
fake_1141.jpg,FAKE
real_5464.jpg,REAL
fake_3627.jpg,FAKE
real_16651.jpg,REAL
fake_68498.jpg,FAKE
fake_10496.jpg,FAKE
real_37409.jpg,REAL
fake_65419.jpg,FAKE
fake_63546.jpg,FAKE
fake_56239.jpg,FAKE
fake_41648.jpg,FAKE
real_50410.jpg,REAL
fake_25393.jpg,FAKE
fake_51676.jpg,FAKE
fake_65953.jpg,FAKE
real_40568.jpg,REAL
real_3635.jpg,REAL
real_69788.jpg,REAL
real_66481.jpg,REAL
fake_42423.jpg,FAKE
fake_57926.jpg,FAKE
fake_18103.jpg,FAKE
real_23814.jpg,REAL
real_49801.jpg,REAL
fake_50689.jpg,FAKE
real_65174.jpg,REAL
fake_18166.jpg,FAKE
real_18940.jpg,REAL
fake_41546.jpg,FAKE
fake_66809.jpg,FAKE
real_66611.jpg,REAL
real_25536.jpg,REAL
fake_16519.jpg,FAKE
fake_29171.jpg,FAKE
fake_23926.jpg,FAKE
real_47997.jpg,REAL
real_33113.jpg,REAL
real_15109.jpg,REAL
fake_34045.jpg,FAKE
fake_47536.jpg,FAKE
fake_11391.jpg,FAKE
real_65831.jpg,REAL
real_68028.jpg,REAL
real_12778.jpg,REAL
fake_32877.jpg,FAKE
real_34340.jpg,REAL
fake_27058.jpg,FAKE
real_60277.jpg,REAL
real_44894.jpg,REAL
real_1901.jpg,REAL
fake_53422.jpg,FAKE
fake_6935.jpg,FAKE
real_60292.jpg,REAL
real_39421.jpg,REAL
real_17301.jpg,REAL
fake_41111.jpg,FAKE
fake_38378.jpg,FAKE
fake_1045.jpg,FAKE
fake_4981.jpg,FAKE
fake_52405.jpg,FAKE
fake_64353.jpg,FAKE
real_18750.jpg,REAL
fake_29403.jpg,FAKE
fake_5543.jpg,FAKE
real_69635.jpg,REAL
real_57638.jpg,REAL
real_39858.jpg,REAL
fake_64899.jpg,FAKE
fake_32079.jpg,FAKE
fake_28808.jpg,FAKE
fake_61458.jpg,FAKE
real_47175.jpg,REAL
fake_68344.jpg,FAKE
fake_33199.jpg,FAKE
fake_60094.jpg,FAKE
real_35912.jpg,REAL
fake_40647.jpg,FAKE
fake_31566.jpg,FAKE
fake_56150.jpg,FAKE
fake_25890.jpg,FAKE
real_65482.jpg,REAL
fake_40695.jpg,FAKE
real_63204.jpg,REAL
fake_51731.jpg,FAKE
fake_16483.jpg,FAKE
real_62492.jpg,REAL
real_57356.jpg,REAL
real_25574.jpg,REAL
real_31818.jpg,REAL
real_54269.jpg,REAL
real_35551.jpg,REAL
fake_49153.jpg,FAKE
fake_42113.jpg,FAKE
real_47685.jpg,REAL
real_49756.jpg,REAL
real_10537.jpg,REAL
real_66804.jpg,REAL
real_66853.jpg,REAL
fake_4354.jpg,FAKE
real_62233.jpg,REAL
fake_65488.jpg,FAKE
real_30042.jpg,REAL
real_30556.jpg,REAL
real_68108.jpg,REAL
fake_61237.jpg,FAKE
fake_67380.jpg,FAKE
real_13731.jpg,REAL
real_47520.jpg,REAL
real_16587.jpg,REAL
real_14017.jpg,REAL
fake_43240.jpg,FAKE
real_47346.jpg,REAL
fake_14049.jpg,FAKE
fake_15826.jpg,FAKE
real_48782.jpg,REAL
fake_24578.jpg,FAKE
fake_41629.jpg,FAKE
real_53960.jpg,REAL
fake_47159.jpg,FAKE
real_38271.jpg,REAL
real_47411.jpg,REAL
real_23709.jpg,REAL
real_59074.jpg,REAL
fake_21816.jpg,FAKE
real_31683.jpg,REAL
fake_68973.jpg,FAKE
fake_20457.jpg,FAKE
fake_55307.jpg,FAKE
fake_3820.jpg,FAKE
fake_42243.jpg,FAKE
real_41333.jpg,REAL
real_66058.jpg,REAL
fake_37587.jpg,FAKE
real_34908.jpg,REAL
real_42321.jpg,REAL
fake_13133.jpg,FAKE
fake_39340.jpg,FAKE
fake_69129.jpg,FAKE
fake_65480.jpg,FAKE
fake_40185.jpg,FAKE
real_27003.jpg,REAL
real_40782.jpg,REAL
real_38570.jpg,REAL
real_59599.jpg,REAL
fake_42474.jpg,FAKE
fake_19528.jpg,FAKE
